net_migration,x,y
positive,-87.78991825914221,30.535288328413035
positive,-87.7582168732225,30.616015829152964
positive,-87.71650955606465,30.631179630917167
positive,-87.7131038134278,30.421612237452212
positive,-87.56687583398025,30.607177311379957
positive,-87.62277862113311,30.602336859231627
positive,-87.95346582569225,30.795486712190826
positive,-87.60707984803815,30.586526929097165
positive,-87.59789348033658,30.287422117515867
positive,-87.61943146330249,30.35566290284346
positive,-87.78571792792992,30.343528849051058
positive,-87.68856861351075,30.80472533596157
positive,-87.54065620940584,30.520197912676213
positive,-87.7501081944516,31.090823280749255
positive,-87.63766605356976,30.864794080057738
positive,-87.86476747300195,30.56417043659023
positive,-87.71609166184808,31.179698805920207
positive,-88.00059480623587,30.771589051831423
positive,-87.78685759553008,31.152199230286353
positive,-87.66483559951945,30.425376319671496
positive,-87.67154173019725,30.7120122945846
positive,-87.41950866992913,30.66729332001398
positive,-87.91002034910565,31.05126419871701
positive,-87.8076110710903,30.744102692179485
positive,-87.87506649697106,30.772032257466062
positive,-87.46399783471482,30.41542827036451
positive,-87.88163650603741,30.429777426635845
positive,-87.43489913181787,30.48879925547146
positive,-87.7099931864279,31.17821479587958
positive,-87.90840696810956,30.95690576239762
positive,-87.7175730162802,31.20917862330818
positive,-87.93314600930067,30.912848677068496
positive,-87.48554079721755,30.425038411208053
positive,-87.49536502954263,30.647035863244113
positive,-87.76955041272251,30.909567252284962
positive,-87.56636795949711,30.693692064031563
positive,-87.68871735852964,30.956328016257448
positive,-87.7258636465071,31.24320411820441
positive,-87.65987844950409,30.722363382244566
positive,-87.88766552007338,30.72059481129971
positive,-87.82388593772295,30.96627524490153
positive,-87.69558285530827,30.340271366121197
positive,-87.90591012896374,30.42786143393543
positive,-87.81517988646284,30.384287946047454
positive,-87.5271853339664,30.369831469711453
positive,-87.65140464041014,31.126650834387792
positive,-87.83720668136444,30.389644513273353
positive,-87.75489618907692,30.62326956814563
positive,-87.62711078224507,30.636561774107292
positive,-87.70190212568686,30.687805961582402
positive,-87.70018244826328,30.48858287021363
positive,-87.74671330518419,30.398170187161213
positive,-87.50351247642872,30.57600877522196
positive,-87.79064935960626,31.27289061435767
positive,-87.67867693326855,31.23521998965812
positive,-87.78506096802536,31.02819974095888
positive,-87.90150570803515,30.77932009259277
positive,-87.6355477736903,30.491096490514455
positive,-87.76703632196988,31.049369499700884
positive,-87.63761321991845,30.337622322829596
positive,-87.84201643325535,30.628049668769233
positive,-87.92281949703316,30.657975907195798
positive,-87.99160626559436,30.78500319393883
positive,-87.88328421855029,30.42552053003231
positive,-87.65549018825583,31.055031230266565
positive,-87.4695940324536,30.435361766411404
positive,-87.78547805834025,30.666549256069622
positive,-87.75012759752647,30.46458724304378
positive,-87.97040231516584,30.884667550188684
positive,-87.76767540799513,30.62612597052535
positive,-87.6780678119213,30.973712209486226
positive,-87.70412747195367,31.089211743093717
positive,-87.58264415475819,30.28120847515912
positive,-87.61977922862422,31.15732157091216
positive,-87.49413187520601,30.69779436178795
positive,-87.7807902883065,30.870146002874254
positive,-87.71724631597601,31.04510906438974
positive,-87.85244137574504,30.42064781123562
positive,-87.88654911252173,30.666999293566573
positive,-87.6236198538345,30.943413221391875
positive,-87.75246844856478,30.721649491726684
positive,-87.59101963768028,30.67418665826202
positive,-87.79628454681696,31.187767332038266
positive,-87.81231216927793,30.948116923392384
positive,-87.62141065269194,30.49350778964324
positive,-87.56933580344564,30.507091038683953
positive,-87.51054350642109,30.49040702674339
positive,-87.68620159826531,30.546344730265933
positive,-87.59965625865954,30.642688380806476
positive,-87.62376388772819,30.985154773296685
positive,-87.70367206963775,31.14217507509212
positive,-87.70858305381684,31.010890359823474
positive,-87.46547131362223,30.46003727487567
positive,-87.6401527041382,31.047089566160544
positive,-87.69274327794237,30.408813920068447
positive,-87.89018442615826,31.017634094169082
positive,-87.82467582872134,31.008175282870102
positive,-87.76154965314049,31.276022748089
positive,-87.74542269628253,31.24159030493048
positive,-87.54452964032356,30.768613125014674
positive,-87.74410622809518,31.12107356582777
positive,-87.72260754672219,30.694014834544124
negative,-85.46418463873037,31.844491592155123
negative,-85.28648603888779,31.99024811001742
negative,-85.36906661998819,32.020709767838625
negative,-87.16721248019623,33.21109052793279
positive,-86.43394781411148,34.04296925400678
positive,-86.58771933987398,33.86093148898378
positive,-86.65972864312464,33.9630168439128
positive,-86.39045204314132,33.8960733570039
positive,-86.48271079021167,33.95163544519434
positive,-86.74402549246848,33.84233009975556
positive,-86.62392323310729,33.915554082729656
positive,-86.49632997498449,34.05575783638001
negative,-85.60916109894931,32.18326102101965
negative,-86.80201467311613,31.946082259884463
negative,-86.57745983791443,31.70962856530655
positive,-85.94689884398603,33.634614926731125
positive,-85.74972482659338,33.68671696506384
positive,-85.60981305757961,33.825262985409886
positive,-85.79356477547735,33.673410514473396
negative,-85.43851809019392,32.95943085918534
negative,-85.53561437014841,32.952499238621705
negative,-85.33553231546102,33.025111986117324
positive,-85.51947119249209,34.43364224244094
positive,-85.50224402406641,33.950124157707435
positive,-85.57911302167945,34.350867709268016
positive,-85.53544690833208,34.139694752927916
positive,-85.55423957425127,34.13303410015374
positive,-85.60704027505291,34.17752725785133
positive,-85.60801566630633,34.00953508357062
positive,-85.57248797132893,34.11278135309034
positive,-86.52679771709332,32.81786412684003
positive,-86.60903942787232,32.9467918744612
positive,-86.74679705256186,33.02094963713261
positive,-86.54497333288573,32.747488182398314
positive,-86.70189718875513,32.851620301609145
positive,-86.63214708561749,32.712386024305076
positive,-86.52204695598071,32.90009323917672
positive,-86.79951512651094,32.66568331355344
positive,-86.98182126084774,32.808832038322
positive,-86.97045501138446,32.81576404219083
negative,-88.34236649348108,31.828607732269738
negative,-87.6137776387595,31.713980590447076
negative,-87.80065525658136,31.365738954486773
positive,-85.74803551834472,33.2334807581709
positive,-86.08936856933148,33.11552833881433
positive,-85.56721148000784,33.77073337743586
positive,-85.4140398632194,33.87902293941309
positive,-85.3802069594127,33.67520811779157
positive,-85.40749800701224,33.80866988891921
positive,-85.41903999453446,33.93121634049728
positive,-86.14240926110325,31.23512249404043
positive,-86.03740579166384,31.46779298036024
positive,-85.97821773648583,31.3072715612583
positive,-86.09479206907383,31.383764729747003
positive,-86.03460789320219,31.221477053943037
positive,-86.12366469867598,31.501803529465136
positive,-85.79447659187919,31.613058110844175
positive,-85.81305667368669,31.462375330075652
positive,-85.88423699277936,31.312039805378365
positive,-86.16308162801853,31.26384517315982
positive,-85.97186207132134,31.206102299564538
positive,-85.85586809871883,31.552163458600845
positive,-85.80289225276225,31.613289930483013
positive,-88.12241701679072,34.60806863641328
positive,-87.43020365873,34.73900178638936
positive,-88.09154909915324,34.79531590466236
positive,-87.61280157534378,34.59436049203081
positive,-88.0701665294818,34.66436710002518
positive,-88.00621492676812,34.76229596714082
positive,-88.0724741817293,34.65341490404996
positive,-87.54852872931043,34.607648144673526
positive,-88.12181709184232,34.67542081654156
positive,-87.88575291003423,34.640593009895234
positive,-88.0420761892491,34.71890145309669
positive,-87.50331124476325,34.71285663943259
negative,-87.23467530704933,31.32658776602682
negative,-87.26214063448782,31.294252038691383
positive,-86.55432179476429,31.46930656684718
positive,-86.33887507296524,31.11075194519323
positive,-86.60308975796053,31.360664936185607
positive,-86.54579756478644,31.106178791717518
positive,-86.40414654400789,31.363104997846094
positive,-86.36743062478841,31.27261029867767
positive,-87.03723071821965,33.96334393435218
positive,-87.05032433940126,34.03617930625306
positive,-86.80208869396786,34.092452401179166
positive,-87.0770560079262,33.91696738545095
positive,-86.7188750969895,34.23588370767507
positive,-87.05987149175775,34.035047554842095
positive,-86.71225551365792,34.272856272750325
positive,-86.78426954135561,34.11728600096485
positive,-86.88714089116247,34.204917103363954
positive,-86.95971910230918,34.264055795534965
positive,-87.02129810019738,34.04807815084954
positive,-86.91598142524255,34.11432740386437
positive,-86.90570898918057,34.021429629752554
positive,-86.91498849119301,34.17792535431326
positive,-87.09672971498625,34.09760599691142
positive,-86.77404590216953,34.218248526740155
positive,-86.96370561023177,33.9191201320292
positive,-86.98436706989754,34.17887608891558
positive,-87.0105729043733,34.232023144196
positive,-86.68611562016241,34.085737606986115
positive,-86.99486043964593,33.886612787568275
positive,-86.69310397637182,34.0960383119959
positive,-86.81657478211584,34.01316304752903
positive,-86.87506602066952,34.09039382227473
positive,-87.07811145197098,33.969029403323354
positive,-86.8578319473663,34.19445651273081
positive,-87.04778165966218,34.220796299315666
positive,-86.70377390122478,34.164371641722354
positive,-86.87541299730938,34.235311061664646
positive,-86.80437392591396,34.226518259745504
positive,-86.9669425855629,33.91097680047938
positive,-86.99710541497798,34.11439434683437
positive,-87.00298135973026,33.9400878848622
positive,-87.04987356482872,34.3017069593291
positive,-86.89850730985366,34.19443855148872
positive,-85.78365266585814,31.439520890633702
negative,-87.07275861725365,32.56105989057274
negative,-86.99796150898989,32.61945959517807
negative,-87.37400121073148,32.4749585111404
negative,-87.19174053565845,32.34644033694176
negative,-86.96312190553185,32.461544372322976
negative,-87.21743806049695,32.423526089917786
negative,-87.42468910054397,32.24737349259423
negative,-87.13450879667967,32.27737406950379
negative,-86.95226166388491,32.44545153046025
negative,-87.29935578388775,32.477609056654984
negative,-87.37210548604844,32.40301091299324
negative,-87.19076743509915,32.13918285553801
negative,-87.41228105825913,32.24327544927668
positive,-85.99868406177809,34.4300767328249
positive,-85.66003803130516,34.36712333551723
positive,-85.79804167516039,34.561579870148236
positive,-86.02260929314343,34.438316550657625
positive,-85.94050136224581,34.2494302054699
positive,-85.62606013190027,34.75678152303321
positive,-85.80136706479419,34.61197460467296
positive,-85.94213139691932,34.35451389000167
positive,-86.36779542474184,32.69112868593333
positive,-86.40306623378784,32.669931079097154
positive,-86.32385888135107,32.72759523544978
positive,-86.02152133372628,32.45349419133062
positive,-85.95026486783117,32.72906012385836
positive,-86.37263746844592,32.582816220361835
positive,-86.0312632722087,32.57923577558299
positive,-86.12084337595424,32.600834214902314
positive,-86.35786501127595,32.65329428350424
positive,-85.93318998867548,32.552039125608744
positive,-86.05785024975827,32.634635094788166
positive,-86.39097332459222,32.597653715614356
positive,-86.34583876055258,32.58214318920691
positive,-85.91266779658962,32.57657266393896
positive,-86.08798703759237,32.55867847388638
positive,-86.13873756728499,32.621030174804076
positive,-86.34554326153354,32.69855766137242
positive,-86.28882551033223,32.705766752057336
positive,-86.32357030139275,32.57771876693643
positive,-86.90643464440177,31.113475984107748
positive,-87.02642814239243,31.047581334387242
positive,-87.58871535119658,31.091027365995384
positive,-85.9581230654947,33.972403786356566
positive,-85.79872195431659,34.12003002935966
positive,-85.89777821046768,34.037769019233224
positive,-85.85188456760446,34.07267949626744
positive,-85.91954528427772,34.08398024739101
positive,-86.09844264052884,34.01742920942078
positive,-86.09918966279491,33.91980779186392
positive,-85.84536541706387,34.032965410119736
negative,-87.89809032075527,34.55091098824745
positive,-85.96333819838691,31.18140568730711
positive,-85.90028525154112,31.06084757195168
positive,-85.9243226989635,31.094305823994407
positive,-85.6576973078317,31.015126932890155
positive,-86.11633648586766,31.02421563596773
positive,-85.9854015218982,31.152842689780723
negative,-88.04057431310967,32.973023202188266
negative,-87.83835132467125,32.841517159120485
positive,-85.20630264154508,31.43176826840928
positive,-85.13356842252784,31.709506682627232
positive,-85.18608745189606,31.652026545103432
positive,-85.30610844288867,31.45002880613553
positive,-85.18191785979184,31.50948582881226
positive,-85.3702454897019,31.591896402528885
positive,-85.16996348036557,31.323025968304297
positive,-85.32507102999732,31.44906055671687
positive,-85.37728072395892,31.055119514172617
positive,-85.47150681669875,31.038923668168184
positive,-85.26687660143496,31.296193478256534
positive,-85.4613523562487,31.144080678679018
positive,-85.09475381604727,31.1478401487434
positive,-85.17408002496039,31.071885316512343
positive,-85.1818079735017,31.09335429785639
positive,-85.27582065005443,31.15784599998354
positive,-85.37091537323981,31.208866720345565
positive,-85.16477101657468,31.002671081852785
positive,-85.14605315268592,31.1901321326566
positive,-85.08796843518796,31.124770124182916
positive,-86.3196780297502,34.809625566479966
positive,-85.84227789623844,34.72903920283682
positive,-85.91972449125727,34.92353435897358
positive,-85.65617492530384,34.89777792311169
positive,-85.88678894641136,34.798353950995214
positive,-86.25619428998435,34.85226480885449
positive,-86.14759653088412,34.775242685545216
positive,-85.76478421072144,34.95432955896297
positive,-86.28858437702802,34.980995434788305
positive,-85.97072502775359,34.58377909731983
positive,-86.11630171715011,34.80486416201936
positive,-85.84287813769824,34.909650766792346
negative,-86.69686065710559,33.60179133531837
negative,-86.8603296543495,33.37851057660397
negative,-86.74560473038181,33.447369557000656
negative,-86.95549950017133,33.403231656463376
negative,-86.86404605215122,33.57654163944175
negative,-86.7069643986289,33.43902041928515
negative,-86.5543040351385,33.60979121745941
negative,-86.8698056372602,33.78508624326365
negative,-86.93186181496328,33.7559093630792
negative,-87.10687305101679,33.48288380654458
negative,-87.00307842542422,33.70715360993211
negative,-87.00752839172786,33.75119445212132
negative,-86.57950493474418,33.566184742625666
negative,-86.91571934029697,33.54451464265081
negative,-87.1555664475309,33.37327216011718
negative,-87.08601819494369,33.454405304892674
negative,-87.07349561314814,33.53515989457577
negative,-86.68530547183916,33.69088233884118
negative,-86.8690160554879,33.84257326920292
negative,-87.0514886626028,33.675876858038876
negative,-86.96816081770143,33.74506630812208
negative,-86.58804800717346,33.641791917795395
negative,-87.15120155518349,33.43982006738557
negative,-87.00385417848324,33.43382050612942
negative,-86.75958873924002,33.620031973718184
negative,-87.0439828925091,33.45701484068707
negative,-86.80973504067005,33.750725827169774
negative,-86.79842710296242,33.756538008746276
negative,-86.70341882270009,33.48581033942412
negative,-87.13738713768531,33.52351115612699
negative,-87.05783377166551,33.45082890368661
negative,-86.998826315827,33.69381548468682
negative,-86.56764230524054,33.57615562775458
negative,-86.78990480158902,33.564089116546455
negative,-87.02683423948986,33.5968754372743
negative,-86.78586183526558,33.435363177022595
negative,-87.08941733339982,33.484922625462964
negative,-87.13866388487263,33.402400207643964
negative,-86.89801076706479,33.71208306256824
negative,-86.8202034933703,33.58125942423302
negative,-87.14443821961892,33.409259626256045
negative,-87.06012841457175,33.590005714709456
negative,-87.07538462418887,33.50716956253367
negative,-86.56226555295557,33.58014330125294
negative,-86.63425640376357,33.65540788738133
negative,-86.89004565368727,33.48940739836317
negative,-87.00485105647003,33.375300650374996
negative,-86.60797719190519,33.73316488938614
negative,-87.1484023912488,33.49718081519725
negative,-87.12639363826551,33.311035673175354
negative,-86.71728682791229,33.7534002312054
negative,-87.18076206666284,33.53393054610661
negative,-86.72232897633845,33.45105050831347
negative,-87.1642073017018,33.36140227503685
negative,-87.0161840878102,33.717738325429885
negative,-87.02982632730892,33.31905004516917
negative,-86.80491445574127,33.5476349546419
negative,-86.52895036970239,33.67844648004388
negative,-87.08307173789034,33.35586665212743
negative,-86.83475714166244,33.56964634236684
negative,-86.83089457133825,33.48247899241572
negative,-86.92619594992382,33.3505734233933
negative,-87.00056635067874,33.744277458457404
negative,-86.75242032363082,33.74742389427063
negative,-86.93718879981294,33.37984878647386
negative,-86.90189662202445,33.665357142782455
negative,-86.92437803221783,33.46892640480338
negative,-86.69064367391339,33.614353528497816
negative,-86.93077610720981,33.53474510675693
negative,-86.91071902389216,33.75444288118286
negative,-86.84560601268737,33.6154934538747
negative,-86.57429384786704,33.567147066296684
negative,-87.02765723543233,33.53954228737485
negative,-87.27047719179278,33.49249582017556
negative,-87.06868069397397,33.31437964061553
negative,-87.13357846847823,33.48246700852468
negative,-87.14250263099021,33.59970719869993
negative,-87.04541560193792,33.63611996013405
negative,-87.08552553105183,33.30849502517908
negative,-86.63732123241422,33.55477205885997
negative,-86.82688415991618,33.554017323264446
negative,-86.96440604062693,33.533679916101946
negative,-88.24314011101588,33.66653381238207
positive,-87.69224192666202,34.84860471667738
positive,-87.31667213119496,34.970487983628956
positive,-87.80280537543081,34.87634137086703
positive,-88.00125848865258,34.99233467743778
positive,-87.37094947978146,34.98998077646476
positive,-87.59981942356669,34.977854221728734
positive,-87.37098233840943,34.82408972162213
positive,-87.70251519479461,34.78531152653714
positive,-87.9874911246883,34.953172652717605
positive,-87.90963427097337,34.960411369655596
positive,-87.47493343935655,34.94613117166561
positive,-87.22624550399478,34.9113966744739
positive,-87.77742884801454,34.87369761712387
positive,-87.87798908114512,34.825683632938606
positive,-87.45523205382034,34.857860231058126
positive,-87.59318781671392,34.9793087432892
positive,-87.9171896804889,34.965049083206296
positive,-87.33609174122003,34.87906692374356
positive,-87.52172586488774,34.88796405460099
positive,-87.3172916297154,34.9547202854773
positive,-87.93311018735886,34.96415176272095
positive,-87.24234310129992,34.927440025703184
positive,-87.46577371725108,34.870934773090426
positive,-87.67214973538935,34.8694604029891
positive,-87.81622766207454,34.87418239932168
positive,-88.15981206349876,34.93776529939675
positive,-87.67350738052637,34.9984256711039
positive,-87.90283276934385,34.837429709025464
positive,-87.78141529097137,34.78747882499448
positive,-87.62192126055575,34.88669208497594
positive,-87.40877963092385,34.816660484769955
positive,-87.61539249586919,34.95866609373667
positive,-87.46267616178937,34.388720492620116
positive,-87.27675398975822,34.39354739255774
positive,-87.16282278520181,34.68707827873376
positive,-87.47461313758522,34.579888325007296
positive,-87.40310052973084,34.78315935822607
positive,-85.42905783929122,32.48814542977277
positive,-85.49566365035865,32.610623249934434
positive,-85.19032226776963,32.48352825425704
positive,-85.45827510795102,32.609229421026924
positive,-85.17348725842584,32.73693574739746
positive,-85.19840258440618,32.70681190547644
positive,-85.54351075583789,32.55020540359139
positive,-85.47812254176824,32.53501707941105
positive,-85.2790172187863,32.57463019164619
positive,-85.31065962689264,32.70701707015387
positive,-85.28876204151429,32.60090097507423
positive,-85.26588243890302,32.48397902776227
positive,-85.33766131782792,32.41209174152265
positive,-85.21630592560643,32.48731605961143
positive,-85.42190629687306,32.58530356923835
positive,-85.66907564951215,32.657415073215056
positive,-85.54100053075037,32.72429215683945
positive,-85.59751730849516,32.581850589091026
positive,-85.1453792371636,32.53364996888484
positive,-85.42674780095433,32.71243430147172
positive,-85.4062723842486,32.699510700916655
positive,-85.11836616444967,32.56816718210897
positive,-85.43961243320335,32.54458780648041
positive,-85.20048311585187,32.64822438336108
positive,-85.2272549451277,32.55699775735032
positive,-85.1919505216488,32.70446221620151
positive,-85.42025338414045,32.568136751745094
positive,-85.51968014207839,32.54242084292654
positive,-85.19199059202492,32.550910743689336
positive,-85.28058893323009,32.47975534341514
positive,-85.14332769024556,32.52045349581769
positive,-85.20563787045421,32.58752677731218
positive,-85.1238513885688,32.58662449525465
positive,-85.17199402200247,32.531949120381796
positive,-85.1344182507071,32.74389763203264
positive,-85.37530049317152,32.67076347999657
positive,-85.31054274320479,32.54953847509228
positive,-85.10302699352226,32.61712756147496
positive,-85.32458703531815,32.54059952212603
positive,-85.1198440804725,32.62511125219324
positive,-85.42776071038826,32.55164931098253
positive,-85.4491698636451,32.62073240328906
positive,-85.44600260003494,32.53174814273647
positive,-85.49344686857549,32.54620252288333
positive,-85.37031530256549,32.65166371940682
positive,-85.64457809440574,32.68539566544991
positive,-85.52790749389165,32.69128899358872
positive,-86.90922766369097,34.863152963075756
positive,-87.12394709593482,34.74168982242555
positive,-86.96476472554967,34.871629371486726
positive,-86.84403114357184,34.750622077285456
positive,-86.88531810995934,34.80127712886897
positive,-86.91959905251242,34.992010619010564
positive,-87.01285220465438,34.647018755488574
positive,-86.89821930610088,34.764869554288495
positive,-86.98784931438007,34.87506977447916
positive,-87.19785351043447,34.79727250267855
positive,-87.15708974157812,34.99703726374574
positive,-86.88367407256841,34.797961445518254
positive,-86.88237377090668,34.63975177400667
positive,-86.81377278223499,34.714698329566126
positive,-86.7900263217323,34.84210788931701
positive,-87.125340375986,34.976857157781396
positive,-86.80372465946833,34.97188426927003
positive,-87.11136435006809,34.82871856723145
positive,-87.07979960408244,34.75139046347851
positive,-86.98485786457958,34.74766016268569
positive,-86.92590938664911,34.63436142176402
positive,-87.1810333355449,34.86061592922647
positive,-87.08890131886575,34.90999664425928
positive,-87.0548375147048,34.893985964731556
positive,-86.87457032380605,34.94533665715012
positive,-87.09615966767821,34.798301617921325
positive,-86.80963335491198,34.87642755662614
positive,-87.04775405907337,34.708971505628206
positive,-86.93332664807726,34.68589545571339
positive,-87.17775300685854,34.975031556484005
positive,-87.05385784045338,34.74481741214424
positive,-87.15838184905972,34.86836327841614
positive,-86.84046283673868,34.78881467409952
positive,-87.17931877892167,34.85816357703783
positive,-86.88651011946205,34.6100367332493
positive,-87.0150270837588,34.885126468614324
positive,-87.12457621026518,34.711778119290095
positive,-86.80905571939022,34.65015249038897
positive,-86.84781596185248,34.588726551019434
positive,-86.98701080479847,34.803988088898755
positive,-87.01443047418138,34.90516324768223
positive,-86.84786999671067,34.89268819994088
positive,-86.79918903371238,34.56672111344557
positive,-86.79912728481679,34.92474640988619
positive,-87.2054717934419,34.8348116735154
positive,-86.99296671142046,34.9041496323029
positive,-87.09145422377631,34.98364904325958
positive,-87.1994203570132,34.981470443515704
positive,-86.95372516084836,34.89215921061823
positive,-87.06491903006513,34.890943238066775
positive,-87.1906019591163,34.890308950614454
positive,-87.03302348992531,34.709784247833625
positive,-87.13482650542026,34.79576870798248
positive,-87.17515982359053,34.93382526716849
positive,-87.04382567404353,34.73717954458939
positive,-86.79385421466857,34.590538114731444
positive,-86.96940101317449,34.65047092919317
positive,-86.96702939583076,34.93711444200802
positive,-86.84688564288989,34.693520367239145
positive,-86.98477897073536,34.965284058036744
positive,-86.98246283393513,34.89275515355351
positive,-86.83448485331546,34.8438490785352
positive,-87.01925211565475,34.894673035302354
positive,-87.0225325356885,34.85274751069084
positive,-87.02266999424305,34.85961960453669
positive,-87.13349095906139,34.8435758423796
positive,-86.82939023021339,34.58128142467385
positive,-86.97572377680616,34.93856153399986
positive,-87.07570831570945,34.750717327524555
positive,-86.80942624014156,34.56740830225106
positive,-86.97140187455098,34.86211177796298
negative,-86.44163315209863,32.0887267320576
negative,-86.76029289392675,32.29345627808835
negative,-86.84267787522504,32.2668247336533
negative,-86.612891074538,32.14643290011439
negative,-85.52802547413579,32.439555984690784
negative,-85.85109583072715,32.26372733730283
negative,-85.82519211836161,32.277854731455115
negative,-85.60254939328814,32.33754606845278
negative,-85.6379685805709,32.40142230965396
negative,-85.61155686043251,32.49069207577511
negative,-85.7636080590628,32.296513617354044
positive,-86.31813763545452,34.93670067967305
positive,-86.4411838022249,34.76174460786981
positive,-86.39870073435675,34.80632328076754
positive,-86.57644844347334,34.815088292203285
positive,-86.37829939339379,34.69689694008328
positive,-86.53579628336182,34.85980640259945
positive,-86.71610086777643,34.73645871615044
positive,-86.55813341289577,34.931157338964915
positive,-86.7809954083464,34.76268106594924
positive,-86.55240952741778,34.89888583519808
positive,-86.38883254043176,34.70088751871971
positive,-86.51998451871398,34.81428042037876
positive,-86.7018368134434,34.61075391417882
positive,-86.66261759440914,34.728909547041056
positive,-86.52879842768762,34.81552982668773
positive,-86.35243092639244,34.9235624448128
positive,-86.59249155991182,34.926650845904945
positive,-86.42250727025,34.64823530062992
positive,-86.69045987864432,34.71232104945363
positive,-86.57957354862238,34.92416731004233
positive,-86.39584039527122,34.62618138792147
positive,-86.44050855316193,34.82185601559004
positive,-86.61759753248862,34.85714609563553
positive,-86.55888101844663,34.901704055859426
positive,-86.3874325588761,34.81998440004582
positive,-86.50736737297716,34.85719542015958
positive,-86.59045869870572,34.7952051624731
positive,-86.41694715532691,34.88129252151454
positive,-86.43087548580779,34.984924504694
positive,-86.41468982437667,34.767419078915424
positive,-86.68782277921969,34.64143522471227
positive,-86.38905466319846,34.78868123879534
positive,-86.35205959006701,34.782522506263895
positive,-86.6374050350068,34.79354698551215
positive,-86.4927082570356,34.57152194647856
positive,-86.44077488423113,34.84315872473267
positive,-86.70598676928121,34.89377765474518
positive,-86.56863677441387,34.968579345356254
positive,-86.6857310211299,34.90598375402396
positive,-86.75281793159472,34.79266883651652
positive,-86.71383635143933,34.61824055274932
positive,-86.73821215400652,34.75655676261259
positive,-86.405107237934,34.90926234205797
positive,-86.50709716071994,34.773255694477136
positive,-86.7446424542178,34.692112503920036
positive,-86.38699154611628,34.826454617072486
positive,-86.51505507506347,34.78350830681363
positive,-86.43876689888305,34.811828696011354
positive,-86.72745504851952,34.89609290142368
positive,-86.76840722066432,34.683797386988566
positive,-86.68409936721407,34.731006920010266
positive,-86.69418288372617,34.83233596758836
positive,-86.69416995781638,34.644751222041506
positive,-86.4963345627822,34.97257718107623
positive,-86.57381776972656,34.810422376272626
positive,-86.45543127106757,34.52521794369611
positive,-86.44528510180086,34.96411367233778
positive,-86.47595446604328,34.665674197210535
positive,-86.39470587497019,34.547025246617366
positive,-86.68835542279187,34.87315847535389
positive,-86.75939718708729,34.97013966259546
positive,-86.46876944109327,34.71253687888972
positive,-86.3798749577974,34.84754701937339
positive,-86.60285657525921,34.88548899156755
positive,-86.5909467356485,34.79225054076511
positive,-86.66455193515179,34.57733738638673
positive,-86.7544191277856,34.698438198167445
positive,-86.47780982990788,34.62622694373098
positive,-86.73352955110428,34.91410223314839
positive,-86.45333402138208,34.50181878929657
positive,-86.78755140978325,34.68670605435417
positive,-86.72829546205544,34.57855768145769
positive,-86.51688351636868,34.69907859908539
positive,-86.52360690641254,34.57671848255884
positive,-86.41504482069061,34.84863257292556
positive,-86.41382375844103,34.625880488655724
